# i, x, y, z, vx, vy, vz
4341, 16, 23, 6, -12.41, 5.21, 0.67
4342, 17, 23, 6, -12.2, 6.47, 0.54
4343, 18, 23, 6, -12, 7.63, 0.39
4344, 19, 23, 6, -11.82, 8.67, 0.24
4345, 20, 23, 6, -11.67, 9.57, 0.09
4346, 21, 23, 6, -11.54, 10.3, -0.03
4347, 22, 23, 6, -11.43, 10.85, -0.12
4348, 23, 23, 6, -11.33, 11.19, -0.17
4349, 24, 23, 6, -11.24, 11.35, -0.18
4350, 0, 24, 6, -10.32, -11.17, -0.11
4351, 1, 24, 6, -10.4, -11.7, -0.09
4352, 2, 24, 6, -10.51, -12.09, -0.07
4353, 3, 24, 6, -10.62, -12.13, -0.04
4354, 4, 24, 6, -10.74, -11.88, 0
4355, 5, 24, 6, -10.87, -11.27, 0.04
4356, 6, 24, 6, -11.01, -10.32, 0.09
4357, 7, 24, 6, -11.15, -9.05, 0.14
4358, 8, 24, 6, -11.29, -7.56, 0.21
4359, 9, 24, 6, -11.44, -5.9, 0.27
4360, 10, 24, 6, -11.59, -4.16, 0.34
4361, 11, 24, 6, -11.73, -2.41, 0.41
4362, 12, 24, 6, -11.88, -0.71, 0.47
4363, 13, 24, 6, -12.01, 0.91, 0.54
4364, 14, 24, 6, -12.06, 2.44, 0.59
4365, 15, 24, 6, -12.01, 3.87, 0.58
4366, 16, 24, 6, -11.88, 5.22, 0.52
4367, 17, 24, 6, -11.72, 6.47, 0.43
4368, 18, 24, 6, -11.54, 7.62, 0.31
4369, 19, 24, 6, -11.36, 8.66, 0.19
4370, 20, 24, 6, -11.21, 9.54, 0.07
4371, 21, 24, 6, -11.08, 10.27, -0.02
4372, 22, 24, 6, -10.96, 10.81, -0.09
4373, 23, 24, 6, -10.85, 11.14, -0.13
4374, 24, 24, 6, -10.75, 11.3, -0.14
4375, 0, 0, 7, 10.38, -11.16, -0.16
4376, 1, 0, 7, 10.45, -11.02, -0.15
4377, 2, 0, 7, 10.52, -10.71, -0.11
4378, 3, 0, 7, 10.6, -10.18, -0.05
4379, 4, 0, 7, 10.69, -9.46, 0.03
4380, 5, 0, 7, 10.82, -8.57, 0.13
4381, 6, 0, 7, 10.97, -7.53, 0.24
4382, 7, 0, 7, 11.16, -6.39, 0.35
4383, 8, 0, 7, 11.36, -5.16, 0.45
4384, 9, 0, 7, 11.56, -3.88, 0.52
4385, 10, 0, 7, 11.74, -2.55, 0.56
4386, 11, 0, 7, 11.89, -1.18, 0.56
4387, 12, 0, 7, 11.97, 0.2, 0.53
4388, 13, 0, 7, 12, 1.64, 0.48
4389, 14, 0, 7, 11.99, 3.12, 0.43
4390, 15, 0, 7, 11.95, 4.62, 0.37
4391, 16, 0, 7, 11.88, 6.1, 0.31
4392, 17, 0, 7, 11.79, 7.5, 0.24
4393, 18, 0, 7, 11.69, 8.74, 0.18
4394, 19, 0, 7, 11.58, 9.78, 0.11
4395, 20, 0, 7, 11.48, 10.56, 0.06
4396, 21, 0, 7, 11.39, 11.04, 0.01
4397, 22, 0, 7, 11.29, 11.25, -0.04
4398, 23, 0, 7, 11.21, 11.13, -0.08
4399, 24, 0, 7, 11.14, 10.73, -0.13
4400, 0, 1, 7, 10.75, -11.2, -0.18
4401, 1, 1, 7, 10.81, -11.06, -0.17
4402, 2, 1, 7, 10.87, -10.75, -0.13
4403, 3, 1, 7, 10.94, -10.22, -0.05
4404, 4, 1, 7, 11.03, -9.49, 0.05
4405, 5, 1, 7, 11.15, -8.59, 0.17
4406, 6, 1, 7, 11.3, -7.54, 0.29
4407, 7, 1, 7, 11.5, -6.39, 0.42
4408, 8, 1, 7, 11.73, -5.16, 0.53
4409, 9, 1, 7, 11.97, -3.86, 0.63
4410, 10, 1, 7, 12.2, -2.52, 0.71
4411, 11, 1, 7, 12.39, -1.14, 0.76
4412, 12, 1, 7, 12.49, 0.26, 0.75
4413, 13, 1, 7, 12.46, 1.7, 0.68
4414, 14, 1, 7, 12.3, 3.16, 0.56
4415, 15, 1, 7, 12.08, 4.63, 0.44
4416, 16, 1, 7, 11.87, 6.08, 0.34
4417, 17, 1, 7, 11.7, 7.45, 0.25
4418, 18, 1, 7, 11.57, 8.7, 0.19
4419, 19, 1, 7, 11.46, 9.75, 0.13
4420, 20, 1, 7, 11.36, 10.55, 0.07
4421, 21, 1, 7, 11.27, 11.06, 0.02
4422, 22, 1, 7, 11.18, 11.3, -0.03
4423, 23, 1, 7, 11.09, 11.21, -0.08
4424, 24, 1, 7, 11.02, 10.81, -0.13
4425, 0, 2, 7, 10.83, -11.27, -0.19
4426, 1, 2, 7, 10.87, -11.13, -0.18
4427, 2, 2, 7, 10.92, -10.81, -0.14
4428, 3, 2, 7, 10.97, -10.26, -0.06
4429, 4, 2, 7, 11.05, -9.51, 0.04
4430, 5, 2, 7, 11.17, -8.59, 0.15
4431, 6, 2, 7, 11.35, -7.54, 0.27
4432, 7, 2, 7, 11.59, -6.38, 0.39
4433, 8, 2, 7, 11.89, -5.14, 0.51
4434, 9, 2, 7, 12.21, -3.83, 0.63
4435, 10, 2, 7, 12.53, -2.44, 0.75
4436, 11, 2, 7, 12.79, -1.01, 0.85
4437, 12, 2, 7, 12.96, 0.44, 0.9
4438, 13, 2, 7, 12.98, 1.9, 0.89
4439, 14, 2, 7, 12.79, 3.35, 0.78
4440, 15, 2, 7, 12.43, 4.79, 0.6
4441, 16, 2, 7, 11.99, 6.18, 0.42
4442, 17, 2, 7, 11.59, 7.5, 0.29
4443, 18, 2, 7, 11.32, 8.7, 0.21
4444, 19, 2, 7, 11.16, 9.74, 0.16
4445, 20, 2, 7, 11.05, 10.56, 0.11
4446, 21, 2, 7, 10.96, 11.09, 0.07
4447, 22, 2, 7, 10.88, 11.35, 0.02
4448, 23, 2, 7, 10.8, 11.29, -0.03
4449, 24, 2, 7, 10.74, 10.9, -0.1
4450, 0, 3, 7, 10.62, -11.36, -0.2
4451, 1, 3, 7, 10.65, -11.22, -0.19
4452, 2, 3, 7, 10.68, -10.88, -0.15
4453, 3, 3, 7, 10.73, -10.32, -0.09
4454, 4, 3, 7, 10.81, -9.55, -0.01
4455, 5, 3, 7, 10.95, -8.64, 0.08
4456, 6, 3, 7, 11.19, -7.63, 0.16
4457, 7, 3, 7, 11.54, -6.52, 0.26
4458, 8, 3, 7, 11.96, -5.3, 0.38
4459, 9, 3, 7, 12.41, -3.95, 0.51
4460, 10, 3, 7, 12.83, -2.48, 0.65
4461, 11, 3, 7, 13.16, -0.92, 0.8
4462, 12, 3, 7, 13.37, 0.66, 0.93
4463, 13, 3, 7, 13.41, 2.2, 1.01
4464, 14, 3, 7, 13.24, 3.69, 0.98
4465, 15, 3, 7, 12.83, 5.11, 0.83
4466, 16, 3, 7, 12.23, 6.47, 0.61
4467, 17, 3, 7, 11.58, 7.71, 0.41
4468, 18, 3, 7, 11.04, 8.83, 0.28
4469, 19, 3, 7, 10.7, 9.81, 0.22
4470, 20, 3, 7, 10.53, 10.61, 0.18
4471, 21, 3, 7, 10.43, 11.15, 0.15
4472, 22, 3, 7, 10.37, 11.43, 0.11
4473, 23, 3, 7, 10.31, 11.38, 0.04
4474, 24, 3, 7, 10.26, 11, -0.06
4475, 0, 4, 7, 10.19, -11.46, -0.21
4476, 1, 4, 7, 10.2, -11.32, -0.21
4477, 2, 4, 7, 10.22, -10.97, -0.18
4478, 3, 4, 7, 10.26, -10.39, -0.13
4479, 4, 4, 7, 10.37, -9.66, -0.09
4480, 5, 4, 7, 10.59, -8.85, -0.05
4481, 6, 4, 7, 10.98, -7.96, 0.01
4482, 7, 4, 7, 11.5, -6.96, 0.1
4483, 8, 4, 7, 12.1, -5.8, 0.23
4484, 9, 4, 7, 12.72, -4.42, 0.39
4485, 10, 4, 7, 13.26, -2.83, 0.56
4486, 11, 4, 7, 13.67, -1.07, 0.74
4487, 12, 4, 7, 13.88, 0.77, 0.91
4488, 13, 4, 7, 13.87, 2.55, 1.05
4489, 14, 4, 7, 13.64, 4.18, 1.12
4490, 15, 4, 7, 13.16, 5.64, 1.05
4491, 16, 4, 7, 12.44, 6.96, 0.85
4492, 17, 4, 7, 11.59, 8.15, 0.6
4493, 18, 4, 7, 10.79, 9.17, 0.41
4494, 19, 4, 7, 10.2, 10.03, 0.3
4495, 20, 4, 7, 9.86, 10.75, 0.27
4496, 21, 4, 7, 9.72, 11.26, 0.26
4497, 22, 4, 7, 9.65, 11.54, 0.22
4498, 23, 4, 7, 9.62, 11.5, 0.14
4499, 24, 4, 7, 9.59, 11.12, 0
4500, 0, 5, 7, 9.5, -11.56, -0.22
4501, 1, 5, 7, 9.5, -11.41, -0.22
4502, 2, 5, 7, 9.51, -11.06, -0.21
4503, 3, 5, 7, 9.57, -10.53, -0.21
4504, 4, 5, 7, 9.76, -9.95, -0.21
4505, 5, 5, 7, 10.15, -9.35, -0.19
4506, 6, 5, 7, 10.72, -8.68, -0.12
4507, 7, 5, 7, 11.46, -7.86, 0.02
4508, 8, 5, 7, 12.27, -6.79, 0.21
4509, 9, 5, 7, 13.09, -5.4, 0.42
4510, 10, 5, 7, 13.82, -3.66, 0.61
4511, 11, 5, 7, 14.35, -1.6, 0.79
4512, 12, 5, 7, 14.57, 0.64, 0.94
4513, 13, 5, 7, 14.46, 2.83, 1.1
4514, 14, 5, 7, 14.07, 4.77, 1.23
4515, 15, 5, 7, 13.44, 6.38, 1.25
4516, 16, 5, 7, 12.56, 7.7, 1.11
4517, 17, 5, 7, 11.53, 8.81, 0.85
4518, 18, 5, 7, 10.49, 9.72, 0.6
4519, 19, 5, 7, 9.64, 10.45, 0.44
4520, 20, 5, 7, 9.1, 11.03, 0.38
4521, 21, 5, 7, 8.85, 11.45, 0.37
4522, 22, 5, 7, 8.77, 11.69, 0.34
4523, 23, 5, 7, 8.76, 11.64, 0.25
4524, 24, 5, 7, 8.75, 11.26, 0.06
4525, 0, 6, 7, 8.59, -11.64, -0.23
4526, 1, 6, 7, 8.58, -11.49, -0.24
4527, 2, 6, 7, 8.59, -11.18, -0.26
4528, 3, 6, 7, 8.72, -10.81, -0.3
4529, 4, 6, 7, 9.06, -10.51, -0.32
4530, 5, 6, 7, 9.61, -10.22, -0.26
4531, 6, 6, 7, 10.37, -9.83, -0.1
4532, 7, 6, 7, 11.29, -9.22, 0.15
4533, 8, 6, 7, 12.33, -8.3, 0.45
4534, 9, 6, 7, 13.43, -6.94, 0.73
4535, 10, 6, 7, 14.47, -5.04, 0.95
4536, 11, 6, 7, 15.25, -2.59, 1.09
4537, 12, 6, 7, 15.54, 0.24, 1.16
4538, 13, 6, 7, 15.28, 3.05, 1.23
4539, 14, 6, 7, 14.59, 5.47, 1.33
4540, 15, 6, 7, 13.66, 7.33, 1.42
4541, 16, 6, 7, 12.54, 8.69, 1.37
4542, 17, 6, 7, 11.29, 9.7, 1.14
4543, 18, 6, 7, 10.04, 10.47, 0.84
4544, 19, 6, 7, 8.98, 11.04, 0.62
4545, 20, 6, 7, 8.24, 11.46, 0.52
4546, 21, 6, 7, 7.87, 11.75, 0.5
4547, 22, 6, 7, 7.75, 11.91, 0.47
4548, 23, 6, 7, 7.76, 11.82, 0.35
4549, 24, 6, 7, 7.76, 11.42, 0.13
4550, 0, 7, 7, 7.48, -11.71, -0.23
4551, 1, 7, 7, 7.46, -11.58, -0.26
4552, 2, 7, 7, 7.51, -11.4, -0.32
4553, 3, 7, 7, 7.75, -11.33, -0.36
4554, 4, 7, 7, 8.21, -11.37, -0.32
4555, 5, 7, 7, 8.89, -11.4, -0.14
4556, 6, 7, 7, 9.76, -11.3, 0.18
4557, 7, 7, 7, 10.83, -10.95, 0.59
4558, 8, 7, 7, 12.13, -10.24, 1
4559, 9, 7, 7, 13.63, -8.96, 1.34
4560, 10, 7, 7, 15.21, -6.92, 1.59
4561, 11, 7, 7, 16.5, -3.95, 1.73
4562, 12, 7, 7, 17.01, -0.24, 1.73
4563, 13, 7, 7, 16.51, 3.47, 1.62
4564, 14, 7, 7, 15.3, 6.47, 1.54
4565, 15, 7, 7, 13.83, 8.58, 1.58
4566, 16, 7, 7, 12.32, 9.95, 1.59
4567, 17, 7, 7, 10.81, 10.82, 1.43
4568, 18, 7, 7, 9.36, 11.41, 1.12
4569, 19, 7, 7, 8.11, 11.79, 0.84
4570, 20, 7, 7, 7.24, 12.02, 0.69
4571, 21, 7, 7, 6.77, 12.15, 0.63
4572, 22, 7, 7, 6.63, 12.2, 0.59
4573, 23, 7, 7, 6.63, 12.03, 0.44
4574, 24, 7, 7, 6.64, 11.58, 0.18
4575, 0, 8, 7, 6.2, -11.78, -0.22
4576, 1, 8, 7, 6.19, -11.72, -0.27
4577, 2, 8, 7, 6.3, -11.77, -0.34
4578, 3, 8, 7, 6.62, -12.05, -0.31
4579, 4, 8, 7, 7.14, -12.41, -0.13
4580, 5, 8, 7, 7.85, -12.72, 0.23
4581, 6, 8, 7, 8.76, -12.9, 0.73
4582, 7, 8, 7, 9.94, -12.84, 1.25
4583, 8, 8, 7, 11.51, -12.42, 1.7
4584, 9, 8, 7, 13.57, -11.33, 2.12
4585, 10, 8, 7, 15.99, -9.27, 2.57
4586, 11, 8, 7, 18.2, -5.63, 3.08
4587, 12, 8, 7, 19.12, -0.49, 3.21
4588, 13, 8, 7, 18.25, 4.57, 2.78
4589, 14, 8, 7, 16.19, 8.24, 2.18
4590, 15, 8, 7, 13.88, 10.42, 1.85
4591, 16, 8, 7, 11.81, 11.58, 1.78
4592, 17, 8, 7, 9.99, 12.17, 1.67
4593, 18, 8, 7, 8.35, 12.48, 1.39
4594, 19, 8, 7, 6.99, 12.63, 1.08
4595, 20, 8, 7, 6.05, 12.67, 0.87
4596, 21, 8, 7, 5.55, 12.63, 0.77
4597, 22, 8, 7, 5.4, 12.54, 0.7
4598, 23, 8, 7, 5.41, 12.26, 0.5
4599, 24, 8, 7, 5.42, 11.76, 0.2
4600, 0, 9, 7, 4.81, -11.86, -0.21
4601, 1, 9, 7, 4.81, -11.94, -0.25
4602, 2, 9, 7, 4.96, -12.29, -0.26
4603, 3, 9, 7, 5.29, -12.85, -0.11
4604, 4, 9, 7, 5.8, -13.43, 0.24
4605, 5, 9, 7, 6.46, -13.95, 0.76
4606, 6, 9, 7, 7.3, -14.36, 1.34
4607, 7, 9, 7, 8.47, -14.61, 1.85
4608, 8, 9, 7, 10.27, -14.63, 2.31
4609, 9, 9, 7, 12.95, -14.04, 3.01
4610, 10, 9, 7, 16.49, -12.31, 4.28
4611, 11, 9, 7, 20.03, -7.95, 6.17
4612, 12, 9, 7, 21.57, -0.43, 6.96
4613, 13, 9, 7, 20.12, 6.81, 5.82
4614, 14, 9, 7, 16.83, 11.22, 3.91
4615, 15, 9, 7, 13.42, 13.08, 2.59
4616, 16, 9, 7, 10.73, 13.64, 2.08
4617, 17, 9, 7, 8.65, 13.72, 1.89
4618, 18, 9, 7, 6.93, 13.64, 1.63
4619, 19, 9, 7, 5.56, 13.51, 1.3
4620, 20, 9, 7, 4.64, 13.34, 1.05
4621, 21, 9, 7, 4.18, 13.13, 0.9
4622, 22, 9, 7, 4.07, 12.91, 0.76
4623, 23, 9, 7, 4.1, 12.49, 0.51
4624, 24, 9, 7, 4.11, 11.92, 0.19
4625, 0, 10, 7, 3.34, -11.95, -0.18
4626, 1, 10, 7, 3.35, -12.23, -0.18
4627, 2, 10, 7, 3.5, -12.83, -0.07
4628, 3, 10, 7, 3.8, -13.54, 0.23
4629, 4, 10, 7, 4.22, -14.23, 0.7
4630, 5, 10, 7, 4.73, -14.86, 1.26
4631, 6, 10, 7, 5.35, -15.44, 1.79
4632, 7, 10, 7, 6.31, -16.06, 2.21
4633, 8, 10, 7, 8.08, -16.75, 2.78
4634, 9, 10, 7, 11.08, -17.16, 4.23
4635, 10, 10, 7, 15.45, -16.31, 7.42
4636, 11, 10, 7, 20.25, -11.47, 12.2
4637, 12, 10, 7, 22.54, -0.22, 14.29
4638, 13, 10, 7, 20.53, 10.34, 11.79
4639, 14, 10, 7, 16.09, 15.5, 7.26
4640, 15, 10, 7, 11.82, 16.55, 3.93
4641, 16, 10, 7, 8.75, 16.03, 2.52
4642, 17, 10, 7, 6.63, 15.31, 2.09
4643, 18, 10, 7, 5.02, 14.75, 1.82
4644, 19, 10, 7, 3.79, 14.32, 1.49
4645, 20, 10, 7, 3.02, 13.96, 1.2
4646, 21, 10, 7, 2.69, 13.61, 0.98
4647, 22, 10, 7, 2.66, 13.23, 0.77
4648, 23, 10, 7, 2.7, 12.68, 0.46
4649, 24, 10, 7, 2.71, 12.04, 0.14
4650, 0, 11, 7, 1.82, -12.02, -0.13
4651, 1, 11, 7, 1.83, -12.52, -0.04
4652, 2, 11, 7, 1.95, -13.25, 0.2
4653, 3, 11, 7, 2.18, -13.99, 0.59
4654, 4, 11, 7, 2.47, -14.67, 1.08
4655, 5, 11, 7, 2.71, -15.32, 1.57
4656, 6, 11, 7, 2.91, -16.04, 1.98
4657, 7, 11, 7, 3.36, -17.04, 2.35
4658, 8, 11, 7, 4.53, -18.5, 3.17
4659, 9, 11, 7, 6.8, -20.17, 5.77
4660, 10, 11, 7, 10.36, -20.53, 11.61
4661, 11, 11, 7, 14.63, -15.5, 19.83
4662, 12, 11, 7, 17.14, -0.13, 23.77
4663, 13, 11, 7, 15.59, 14.57, 19.89
4664, 14, 11, 7, 11.44, 20.2, 12.03
4665, 15, 11, 7, 7.68, 20, 5.87
4666, 16, 11, 7, 5.27, 18.2, 3.08
4667, 17, 11, 7, 3.75, 16.65, 2.27
4668, 18, 11, 7, 2.6, 15.64, 1.95
4669, 19, 11, 7, 1.73, 14.97, 1.62
4670, 20, 11, 7, 1.24, 14.45, 1.29
4671, 21, 11, 7, 1.11, 13.97, 0.99
4672, 22, 11, 7, 1.17, 13.44, 0.68
4673, 23, 11, 7, 1.23, 12.77, 0.33
4674, 24, 11, 7, 1.23, 12.09, 0.05
4675, 0, 12, 7, 0.29, -12.08, -0.06
4676, 1, 12, 7, 0.29, -12.72, 0.16
4677, 2, 12, 7, 0.38, -13.47, 0.48
4678, 3, 12, 7, 0.53, -14.13, 0.87
4679, 4, 12, 7, 0.62, -14.73, 1.27
4680, 5, 12, 7, 0.5, -15.34, 1.66
4681, 6, 12, 7, 0.15, -16.11, 2.01
4682, 7, 12, 7, -0.19, -17.3, 2.36
4683, 8, 12, 7, -0.33, -19.17, 3.36
4684, 9, 12, 7, -0.28, -21.53, 6.7
4685, 10, 12, 7, -0.19, -22.46, 14.04
4686, 11, 12, 7, -0.16, -17.05, 23.75
4687, 12, 12, 7, -0.01, 0.02, 28.84
4688, 13, 12, 7, 0.14, 17.06, 23.74
4689, 14, 12, 7, 0.17, 22.46, 14.02
4690, 15, 12, 7, 0.27, 21.51, 6.69
4691, 16, 12, 7, 0.32, 19.16, 3.35
4692, 17, 12, 7, 0.19, 17.29, 2.36
4693, 18, 12, 7, -0.16, 16.1, 2.01
4694, 19, 12, 7, -0.5, 15.33, 1.66
4695, 20, 12, 7, -0.62, 14.72, 1.27
4696, 21, 12, 7, -0.53, 14.12, 0.86
4697, 22, 12, 7, -0.38, 13.46, 0.48
4698, 23, 12, 7, -0.29, 12.72, 0.15
4699, 24, 12, 7, -0.29, 12.08, -0.06
4700, 0, 13, 7, -1.23, -12.09, 0.05
4701, 1, 13, 7, -1.23, -12.77, 0.33
4702, 2, 13, 7, -1.17, -13.44, 0.68
4703, 3, 13, 7, -1.11, -13.97, 0.99
4704, 4, 13, 7, -1.24, -14.46, 1.29
4705, 5, 13, 7, -1.74, -14.97, 1.62
4706, 6, 13, 7, -2.61, -15.64, 1.95
4707, 7, 13, 7, -3.76, -16.66, 2.27
4708, 8, 13, 7, -5.28, -18.2, 3.08
4709, 9, 13, 7, -7.69, -20, 5.87
4710, 10, 13, 7, -11.46, -20.2, 12.04
4711, 11, 13, 7, -15.61, -14.55, 19.89
4712, 12, 13, 7, -17.15, 0.16, 23.77
4713, 13, 13, 7, -14.63, 15.51, 19.81
4714, 14, 13, 7, -10.36, 20.52, 11.59
4715, 15, 13, 7, -6.8, 20.16, 5.76
4716, 16, 13, 7, -4.53, 18.49, 3.17
4717, 17, 13, 7, -3.37, 17.03, 2.35
4718, 18, 13, 7, -2.92, 16.04, 1.98
4719, 19, 13, 7, -2.71, 15.32, 1.57
4720, 20, 13, 7, -2.47, 14.67, 1.08
4721, 21, 13, 7, -2.18, 13.99, 0.59
4722, 22, 13, 7, -1.95, 13.25, 0.2
4723, 23, 13, 7, -1.83, 12.51, -0.04
4724, 24, 13, 7, -1.82, 12.02, -0.13
4725, 0, 14, 7, -2.71, -12.04, 0.14
4726, 1, 14, 7, -2.71, -12.68, 0.46
4727, 2, 14, 7, -2.66, -13.23, 0.77
4728, 3, 14, 7, -2.7, -13.61, 0.98
4729, 4, 14, 7, -3.02, -13.97, 1.2
4730, 5, 14, 7, -3.8, -14.33, 1.49
4731, 6, 14, 7, -5.02, -14.75, 1.82
4732, 7, 14, 7, -6.63, -15.32, 2.09
4733, 8, 14, 7, -8.75, -16.03, 2.51
4734, 9, 14, 7, -11.83, -16.55, 3.93
4735, 10, 14, 7, -16.11, -15.5, 7.26
4736, 11, 14, 7, -20.54, -10.33, 11.79
4737, 12, 14, 7, -22.54, 0.24, 14.29
4738, 13, 14, 7, -20.25, 11.48, 12.18
4739, 14, 14, 7, -15.45, 16.31, 7.41
4740, 15, 14, 7, -11.08, 17.15, 4.22
4741, 16, 14, 7, -8.08, 16.74, 2.78
4742, 17, 14, 7, -6.31, 16.06, 2.21
4743, 18, 14, 7, -5.35, 15.44, 1.79
4744, 19, 14, 7, -4.73, 14.86, 1.26
4745, 20, 14, 7, -4.22, 14.23, 0.7
4746, 21, 14, 7, -3.79, 13.54, 0.23
4747, 22, 14, 7, -3.5, 12.82, -0.07
4748, 23, 14, 7, -3.35, 12.22, -0.18
4749, 24, 14, 7, -3.33, 11.94, -0.18
4750, 0, 15, 7, -4.11, -11.92, 0.19
4751, 1, 15, 7, -4.1, -12.5, 0.51
4752, 2, 15, 7, -4.07, -12.91, 0.76
4753, 3, 15, 7, -4.19, -13.14, 0.9
4754, 4, 15, 7, -4.64, -13.34, 1.05
4755, 5, 15, 7, -5.56, -13.51, 1.3
4756, 6, 15, 7, -6.94, -13.64, 1.63
4757, 7, 15, 7, -8.65, -13.72, 1.89
4758, 8, 15, 7, -10.73, -13.64, 2.07
4759, 9, 15, 7, -13.43, -13.08, 2.59
4760, 10, 15, 7, -16.83, -11.21, 3.91
4761, 11, 15, 7, -20.12, -6.8, 5.81
4762, 12, 15, 7, -21.57, 0.44, 6.96
4763, 13, 15, 7, -20.02, 7.96, 6.17
4764, 14, 15, 7, -16.49, 12.3, 4.28
4765, 15, 15, 7, -12.94, 14.04, 3.01
4766, 16, 15, 7, -10.27, 14.62, 2.31
4767, 17, 15, 7, -8.47, 14.6, 1.85
4768, 18, 15, 7, -7.3, 14.35, 1.34
4769, 19, 15, 7, -6.46, 13.95, 0.76
4770, 20, 15, 7, -5.79, 13.43, 0.24
4771, 21, 15, 7, -5.29, 12.84, -0.11
4772, 22, 15, 7, -4.96, 12.28, -0.26
4773, 23, 15, 7, -4.81, 11.94, -0.25
4774, 24, 15, 7, -4.8, 11.86, -0.21
4775, 0, 16, 7, -5.43, -11.76, 0.2
4776, 1, 16, 7, -5.42, -12.26, 0.5
4777, 2, 16, 7, -5.4, -12.54, 0.7
4778, 3, 16, 7, -5.55, -12.63, 0.77
4779, 4, 16, 7, -6.05, -12.67, 0.87
4780, 5, 16, 7, -7, -12.63, 1.08
4781, 6, 16, 7, -8.36, -12.48, 1.39
4782, 7, 16, 7, -10, -12.17, 1.67
4783, 8, 16, 7, -11.82, -11.58, 1.78
4784, 9, 16, 7, -13.88, -10.42, 1.85
4785, 10, 16, 7, -16.19, -8.24, 2.18
4786, 11, 16, 7, -18.26, -4.57, 2.77
4787, 12, 16, 7, -19.12, 0.49, 3.21
4788, 13, 16, 7, -18.19, 5.63, 3.08
4789, 14, 16, 7, -15.99, 9.27, 2.57
4790, 15, 16, 7, -13.56, 11.33, 2.12
4791, 16, 16, 7, -11.51, 12.42, 1.7
4792, 17, 16, 7, -9.93, 12.83, 1.25
4793, 18, 16, 7, -8.76, 12.89, 0.72
4794, 19, 16, 7, -7.85, 12.72, 0.22
4795, 20, 16, 7, -7.13, 12.41, -0.14
4796, 21, 16, 7, -6.61, 12.04, -0.32
4797, 22, 16, 7, -6.3, 11.77, -0.34
4798, 23, 16, 7, -6.19, 11.72, -0.27
4799, 24, 16, 7, -6.2, 11.78, -0.22
4800, 0, 17, 7, -6.65, -11.58, 0.18
4801, 1, 17, 7, -6.64, -12.03, 0.44
4802, 2, 17, 7, -6.63, -12.2, 0.59
4803, 3, 17, 7, -6.78, -12.15, 0.63
4804, 4, 17, 7, -7.25, -12.02, 0.69
4805, 5, 17, 7, -8.12, -11.79, 0.84
4806, 6, 17, 7, -9.36, -11.41, 1.12
4807, 7, 17, 7, -10.82, -10.82, 1.43
4808, 8, 17, 7, -12.33, -9.95, 1.59
4809, 9, 17, 7, -13.83, -8.58, 1.57
4810, 10, 17, 7, -15.3, -6.47, 1.54
4811, 11, 17, 7, -16.51, -3.46, 1.62
4812, 12, 17, 7, -17, 0.24, 1.73
4813, 13, 17, 7, -16.5, 3.95, 1.73
4814, 14, 17, 7, -15.21, 6.92, 1.59
4815, 15, 17, 7, -13.63, 8.96, 1.34
4816, 16, 17, 7, -12.13, 10.24, 1
4817, 17, 17, 7, -10.83, 10.95, 0.59
4818, 18, 17, 7, -9.76, 11.3, 0.18
4819, 19, 17, 7, -8.88, 11.4, -0.14
4820, 20, 17, 7, -8.2, 11.37, -0.32
4821, 21, 17, 7, -7.74, 11.32, -0.36
4822, 22, 17, 7, -7.51, 11.39, -0.32
4823, 23, 17, 7, -7.45, 11.58, -0.26
4824, 24, 17, 7, -7.47, 11.71, -0.23
4825, 0, 18, 7, -7.76, -11.41, 0.13
4826, 1, 18, 7, -7.76, -11.82, 0.35
4827, 2, 18, 7, -7.76, -11.91, 0.47
4828, 3, 18, 7, -7.87, -11.75, 0.5
4829, 4, 18, 7, -8.25, -11.46, 0.52
4830, 5, 18, 7, -8.98, -11.04, 0.62
4831, 6, 18, 7, -10.05, -10.47, 0.84
4832, 7, 18, 7, -11.3, -9.7, 1.13
4833, 8, 18, 7, -12.55, -8.69, 1.37
4834, 9, 18, 7, -13.66, -7.33, 1.42
4835, 10, 18, 7, -14.59, -5.47, 1.33
4836, 11, 18, 7, -15.28, -3.05, 1.23
4837, 12, 18, 7, -15.54, -0.24, 1.16
4838, 13, 18, 7, -15.25, 2.59, 1.08
4839, 14, 18, 7, -14.47, 5.04, 0.95
4840, 15, 18, 7, -13.43, 6.93, 0.73
4841, 16, 18, 7, -12.33, 8.3, 0.45
4842, 17, 18, 7, -11.29, 9.22, 0.15
4843, 18, 18, 7, -10.37, 9.82, -0.11
4844, 19, 18, 7, -9.61, 10.21, -0.26
4845, 20, 18, 7, -9.05, 10.51, -0.32
4846, 21, 18, 7, -8.72, 10.81, -0.3
4847, 22, 18, 7, -8.59, 11.17, -0.26
4848, 23, 18, 7, -8.58, 11.49, -0.24
4849, 24, 18, 7, -8.59, 11.64, -0.23
4850, 0, 19, 7, -8.76, -11.26, 0.06
4851, 1, 19, 7, -8.77, -11.64, 0.25
4852, 2, 19, 7, -8.78, -11.69, 0.35
4853, 3, 19, 7, -8.86, -11.45, 0.37
4854, 4, 19, 7, -9.11, -11.03, 0.38
4855, 5, 19, 7, -9.65, -10.45, 0.44
4856, 6, 19, 7, -10.49, -9.72, 0.6
4857, 7, 19, 7, -11.53, -8.81, 0.85
4858, 8, 19, 7, -12.56, -7.7, 1.11
